17:42:28,330.0
17:42:29,300.0
17:42:30,290.0
17:42:31,330.0
17:42:32,841.0
17:42:33,2460.0
17:42:34,2465.0
17:42:35,2580.0
17:42:36,2310.0
17:42:37,2175.0
17:42:38,2310.0
17:42:39,2349.0
17:42:40,2460.0
17:42:41,2400.0
17:42:42,2430.0
17:42:43,2059.0
17:42:44,2130.0
17:42:45,2160.0
17:42:46,2310.0
17:42:47,2100.0
17:42:48,2117.0
17:42:49,1950.0
17:42:50,1682.0
17:42:51,1560.0
17:42:52,1566.0
17:42:53,2010.0
17:42:54,1890.0
17:42:55,1827.0
17:42:56,1890.0
17:42:57,1769.0
17:42:58,1620.0
17:42:59,2059.0
17:43:00,2160.0
17:43:01,1860.0
17:43:02,2010.0
17:43:03,1650.0
17:43:04,1247.0
17:43:05,0.0
17:43:06,0.0
17:43:07,0.0
17:43:08,0.0
17:43:09,0.0
17:43:10,0.0
17:43:11,0.0
17:43:12,0.0
17:43:36,0.0
17:43:36,0.0
17:43:36,0.0
17:43:37,0.0
17:43:37,0.0
17:43:37,0.0
17:43:38,0.0
17:43:38,0.0
17:43:38,30.0
17:43:38,0.0
17:43:38,0.0
17:43:38,0.0
17:43:38,0.0
17:43:38,0.0
17:43:38,0.0
17:43:38,0.0
17:43:38,0.0
17:43:38,0.0
17:43:39,0.0
17:43:39,0.0
17:43:39,0.0
17:43:39,0.0
17:43:39,0.0
17:43:39,0.0
17:43:39,0.0
17:43:39,0.0
17:43:39,0.0
